uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i
8558167f-68b0-40ad-a8bf-27ba16f4ecc8,8558167f-68b0-40ad-a8bf-27ba16f4ecc8,"Municipal Wards, Wisconsin 2016",This polygon data layer represents municipal wards in Wisconsin in 2016.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_MunicipalWards_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8558167f-68b0-40ad-a8bf-27ba16f4ecc8/formatters/xml""}",8558167f-68b0-40ad-a8bf-27ba16f4ecc8,8558167f-68b0-40ad-a8bf-27ba16f4ecc8,Polygon,2017-12-07T17:20:08Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Wards', u'Political science', u'Election districts']",Wisconsin Legislative Technology Services (LTSB),2/8/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.889337, -86.763988, 47.080713, 42.49193)","44.7863215,-89.8266625",2016
50736cbf-d8a3-4707-9c84-0761d0c7e136,50736cbf-d8a3-4707-9c84-0761d0c7e136,"WISCLAND 2 Land Cover (Level 1), Wisconsin 2016","Wiscland 2 is a raster representation of the land cover throughout the state of Wisconsin as of 2016. The dataset is primarily derived from remote sensing imagery acquired by the Landsat 5, 7, and 8 satellites between 2010 and 2014. Land cover was classified via supervised classification at the native 30 m resolution. The map has a two acre minimum mapping unit, meaning that the smallest feature depicted in the map is approximately nine pixels in size. The land cover data are best utilized at approximate map scales of 1:48,000 to 1:500,000, and at no less than a 2 acre minimum mapping unit (MMU). Overall accuracy for the Level 1 classification is estimated at 93% across all classes. For estimates of class and regional accuracy, and detailed information on the map production, classification scheme, and class descriptions, see the Wiscland 2 User Guide (ftp://dnrftp01.wi.gov/geodata/metadata/WI_land_cover2_user_guide.pdf)",[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_WISCLAND2_Level1_2016.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landcover/wiscland2/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/50736cbf-d8a3-4707-9c84-0761d0c7e136/formatters/xml""}",50736cbf-d8a3-4707-9c84-0761d0c7e136,50736cbf-d8a3-4707-9c84-0761d0c7e136,Raster,2017-12-07T17:20:09Z,Geodatabase,English,Dataset,"[u'Imagery and Base Maps', u'Environment', u'Vegetation', u'Landsat', u'Land cover']",Wisconsin Department of Natural Resources (DNR),2017,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.96421, -86.708801, 47.08301, 42.457982)","44.770496,-89.8365055",2016
3f306608-d9ab-4bce-9b72-7ca3cffc9f83,3f306608-d9ab-4bce-9b72-7ca3cffc9f83,"NRCS Soils, Wisconsin 2014","This feature dataset includes the following feature classes: NRCS_SOIL, NRCS_SOIL_HYDRIC, NRCS_SOIL_HYDROLOGIC_GROUP, NRCS_SOIL_PI, NRCS_SOIL_PRIMEFARMLAND, NRCS_SOIL_PRIMEFARMLAND_ALLPRIME. It is a feature dataset within the geodatabase, NRCS_SOIL_021814_FGDB_v93.","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']","[u'Wisconsin Department of Agriculture, Trade, and Consumer Protection']",Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_NRCS_Soils_2014.zip"",""http://schema.org/url"":""ftp://ftp.datcp.state.wi.us/GIS/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3f306608-d9ab-4bce-9b72-7ca3cffc9f83/formatters/xml""}",3f306608-d9ab-4bce-9b72-7ca3cffc9f83,3f306608-d9ab-4bce-9b72-7ca3cffc9f83,Mixed,2017-12-07T17:20:07Z,Geodatabase,English,Dataset,"[u'Environment', u'Farming', u'Soils']","Wisconsin Department of Agriculture, Trade, and Consumer Protection (DATCP)",11/8/15,2014,"[u'Wisconsin, United States']","ENVELOPE(-92.964303, -86.70914, 47.083052, 42.457942)","44.770497,-89.8367215",2014
ac48e275-b38b-4956-b009-7d1825014b3c,ac48e275-b38b-4956-b009-7d1825014b3c,"Forest Fire Response Units, Wisconsin 2013",Fire Response Units (FRUs) designated by the DNR Forest Protection Bureau. A FRU is the area and equipment for which the personnel at a ranger station are responsible. FRU names are based on the location of the ranger station. The polygon attributes in this layer also identify Dispatch Group and Protection Type of each FRU.,[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ForestFireResponse_2013.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/forestry/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ac48e275-b38b-4956-b009-7d1825014b3c/formatters/xml""}",ac48e275-b38b-4956-b009-7d1825014b3c,ac48e275-b38b-4956-b009-7d1825014b3c,Polygon,2017-12-07T17:20:09Z,Shapefile,English,Dataset,"[u'Biota', u'Boundaries', u'Forest fires', u'Forest management']",Wisconsin Department of Natural Resources (DNR),4/7/13,2013,"[u'Wisconsin, United States']","ENVELOPE(-92.964436, -86.66623, 47.083195, 42.456931)","44.770063,-89.815333",2013
67facba9-9ffc-4821-9325-48d2ee2688a4,67facba9-9ffc-4821-9325-48d2ee2688a4,"NED Elevation Grid 10m, Wisconsin 2009","This Elevation Grid is a raster representation of land elevation of Wisconsin, derived from the US Geological Survey's 10-meter National Elevation Dataset (NED). The NED is a seamless mosaic of best-available elevation data. In addition to the availability of complete 7.5-minute data, USGS developed processing methods to filter production artifacts in the existing data, convert to the NAD83 datum, edge-match, and fill slivers of missing data at quadrangle seams. One of the effects of the NED processing steps is a much-improved base of elevation data for calculating slope and hydrologic derivatives. The specifications for the NED 1 arc second (30 meter) and 1/3 arc second (10 meter) data are: Geographic coordinate system Horizontal datum of NAD83, except for AK which is NAD27; Vertical datum of NAVD88, except for AK which is NAVD29 Z units of meters",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_NED10m_2009.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/elevation/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/67facba9-9ffc-4821-9325-48d2ee2688a4/formatters/xml""}",67facba9-9ffc-4821-9325-48d2ee2688a4,67facba9-9ffc-4821-9325-48d2ee2688a4,Raster,2017-12-07T17:20:10Z,Shapefile,English,Dataset,"[u'Elevation', u'Digital elevation models', u'Land surface', u'DEM']",Wisconsin Department of Natural Resources (DNR),12/30/08,2009,"[u'Wisconsin, United States']","ENVELOPE(-93.169529, -86.460623, 47.21817, 42.317026)","44.767598,-89.815076",2009
b9454390-4ea4-466f-a2f4-60b51376fba7,b9454390-4ea4-466f-a2f4-60b51376fba7,"Bedrock Type, Wisconsin 2008","This layer consists of a polygon coverage at 1:500,000 scale with information about bedrock type used in the GCSM. Bedrock is the consolidated material that underlies the soils and surficial deposits; 'bedrock type' is defined as type of the uppermost rock layer. Bedrock type is important in assessing an area's susceptibility to groundwater contamination, especially if the bedrock is located close to the land surface. The source for this layer is the set of 1:500,000- scale compilation sheets for a 1981 map of bedrock geology of Wisconsin published by the WGNHS. Because of the generalized nature of the GCSM project, bedrock types were grouped into 4 categories during automation of this data layer.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_BedrockType_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b9454390-4ea4-466f-a2f4-60b51376fba7/formatters/xml""}",b9454390-4ea4-466f-a2f4-60b51376fba7,b9454390-4ea4-466f-a2f4-60b51376fba7,Polygon,2017-12-07T17:19:58Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Shields', u'Geology', u'Bedrock']",Wisconsin Department of Natural Resources (DNR),5/29/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.963806, -86.708961, 47.08567, 42.456089)","44.7708795,-89.8363835",2008
22009b70-4bbe-4f8d-809e-3af565c24c1b,22009b70-4bbe-4f8d-809e-3af565c24c1b,"County Supervisory Districts, Wisconsin 2016",This polygon data layer represents county supervisory districts in Wisconsin in 2016,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_CountySupervisoryDistricts_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/22009b70-4bbe-4f8d-809e-3af565c24c1b/formatters/xml""}",22009b70-4bbe-4f8d-809e-3af565c24c1b,22009b70-4bbe-4f8d-809e-3af565c24c1b,Polygon,2017-12-07T17:20:04Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Election districts', u'Legislative districts']",Wisconsin Legislative Technology Services (LTSB),3/1/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.887059, -86.763988, 47.080713, 42.492686)","44.7866995,-89.8255235",2016
ca59ecd9-a6aa-4079-be06-d7f8c6471acc,ca59ecd9-a6aa-4079-be06-d7f8c6471acc,"Forest Tax Law Areas, Wisconsin 2015","Dissolved Tax Law polygon is a generalized representation of lands enrolled in the Managed Forest and Forest Crop Law Programs, collectively referred to as Tax Law layers, and dissolved by taxlaw and access type (open, closed, both). Property is located by each 40-acre quarter-quarter section in which land is enrolled. Acreage enrolled from fractional or government lots are located either to the most approximate QQ, Q or S as possible. (Enrolled parcels are represented by the PLSS shape they lie within, however, the actual size of the enrolled property may be as small as 10 acres.)",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ForestTax_Poly_2015.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/forestry/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ca59ecd9-a6aa-4079-be06-d7f8c6471acc/formatters/xml""}",ca59ecd9-a6aa-4079-be06-d7f8c6471acc,ca59ecd9-a6aa-4079-be06-d7f8c6471acc,Polygon,2017-12-07T17:20:11Z,Shapefile,English,Dataset,"[u'Planning and Cadastral', u'Biota', u'Forests', u'Forest management']",Wisconsin Department of Natural Resources (DNR),10/8/15,2015,"[u'Wisconsin, United States']","ENVELOPE(-92.947289, -86.764183, 46.953926, 42.459935)","44.7069305,-89.855736",2015
0bc87524-914b-4c75-84b6-5e31a843784a,0bc87524-914b-4c75-84b6-5e31a843784a,"PLSS Sections (Landnet), Wisconsin 1996","This data set is a polygon shapefile representing Public Land Survey System (PLSS) sections. The data are a subset of the Wisconsin DNR's 'Landnet' database, automated from 1:24,000-scale sources.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_PLSSSections_1996.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/landnet/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/0bc87524-914b-4c75-84b6-5e31a843784a/formatters/xml""}",0bc87524-914b-4c75-84b6-5e31a843784a,0bc87524-914b-4c75-84b6-5e31a843784a,Polygon,2017-12-07T17:19:56Z,Shapefile,English,Dataset,"[u'Planning and Cadastral', u'Boundaries', u'Surveying', u'Public lands']",Wisconsin Department of Natural Resources (DNR),12/20/95,1996,"[u'Wisconsin, United States']","ENVELOPE(-92.978136, -86.68877, 47.094004, 42.457505)","44.7757545,-89.833453",1996
F2F09967-E58F-49D2-8F7F-82EF2414B7CA,F2F09967-E58F-49D2-8F7F-82EF2414B7CA,"Outstanding and Exceptional Resource Waters (Line) Wisconsin, 2014",This line data layer represets outstanding and exceptional resource waters for Wisconsin in 2014.,[u'Wisconsin Department of Natural Resources'],,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_OER_Waters_Line_2014.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/Outstanding_and_Exceptional_Res_Waters/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/F2F09967-E58F-49D2-8F7F-82EF2414B7CA/formatters/xml""}",F2F09967-E58F-49D2-8F7F-82EF2414B7CA,F2F09967-E58F-49D2-8F7F-82EF2414B7CA,Line,2017-12-07T17:19:59Z,Shapefile,English,Dataset,"[u'Environment', u'Inland Waters', u'Resource waters']",Wisconsin Department of Natural Resources (DNR),5/10/14,2014,"[u'Wisconsin, United States']","ENVELOPE(-92.932677, -86.939104, 47.08753, 42.804018)","44.945774,-89.9358905",2014
fa502ea8-0ab6-4574-8e0c-58a63e8e72c7,fa502ea8-0ab6-4574-8e0c-58a63e8e72c7,"Soil Associations, Wisconsin 2008","This layer consists of a polygon layer at 1:250,000 scale (WI_SoilAssociations_2008'/'sasppoly') used in preparing the GCSM, and containing information on Wisconsin soils. This layer includes data about soil associations. By definition, a soil association is a landscape that has a distinctive proportional pattern of soils; it normally consists of one or more major soils and at least one minor soil, and is named for the major soil. The soil associations layer was digitized from the 1:250,000-scale compilation sheets of a 1968 soils map of Wisconsin (Hole et. al). The soil associations in this coverage were subsequently grouped into 4 'soil characteristics' categories in the layer 'WI_SoilCharacteristics_2008'/'schppoly', for use in the GCSM. For the purposes of the GCSM, soil depth was considered to extend from the land surface to 5 feet below the land surface.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_SoilAssociations_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/fa502ea8-0ab6-4574-8e0c-58a63e8e72c7/formatters/xml""}",fa502ea8-0ab6-4574-8e0c-58a63e8e72c7,fa502ea8-0ab6-4574-8e0c-58a63e8e72c7,Polygon,2017-12-07T17:20:15Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Farming', u'Landscapes', u'Pedology', u'Soils', u'Soil types', u'Soil associations']",Wisconsin Department of Natural Resources (DNR),5/28/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.963766, -86.70496, 47.082579, 42.457929)","44.770254,-89.834363",2008
AF12160B-EB16-4436-B0ED-853BDE0367FF,AF12160B-EB16-4436-B0ED-853BDE0367FF,"NAIP Imagery Wisconsin, 2013","This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP acquires digital ortho imagery during the agricultural growing seasons in the continental U.S.. A primary goal of the NAIP program is to enable availability of ortho imagery within one year of acquisition. INTENDED DISPLAY SCALE: 1:12,000; GROUND RESOLUTION: 1-Meter pixels; ACCURACY: + or - 6 Meters",[u'USDA-FSA-APFO'],[u'USDA_FSA_APFO Aerial Photography Field Office'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""ftp://ftp.ssec.wisc.edu/pub/wisconsinview/NAIP_2013/"",""http://schema.org/url"":""http://www.wisconsinview.org/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/AF12160B-EB16-4436-B0ED-853BDE0367FF/formatters/xml""}",AF12160B-EB16-4436-B0ED-853BDE0367FF,AF12160B-EB16-4436-B0ED-853BDE0367FF,Raster,2017-12-07T17:19:59Z,Raster Dataset,English,Dataset,"[u'Imagery and Base Maps', u'Orthophotography', u'Aerial imagery', u'National Agricultural Imagery Program']",Wisconsin Imagery/LiDAR,10/26/13,2013,"[u'Wisconsin, United States']","ENVELOPE(-92.955616, -86.666103, 47.08304, 42.456895)","44.7699675,-89.8108595",2013
1aa5839d-4159-4b89-8eac-9d66ad256ce2,1aa5839d-4159-4b89-8eac-9d66ad256ce2,"Depth to Bedrock, Wisconsin 2008","This layer consists of a 1:250,000-scale polygon coverage containing depth-to-bedrock estimates and related information used in preparing the GCSM for Wisconsin. The primary source for this data layer is a 1973 map at 1:1,000,000 scale published by the WGNHS and USGS. Where more recent information was available, the USGS updated the 50-foot and 100-foot contours of the depth-to-bedrock map at a scale of 1:250,000. Soil associations data, and other information, were used to add a 5-foot contour to the data layer.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_BedrockDepth_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/1aa5839d-4159-4b89-8eac-9d66ad256ce2/formatters/xml""}",1aa5839d-4159-4b89-8eac-9d66ad256ce2,1aa5839d-4159-4b89-8eac-9d66ad256ce2,Polygon,2017-12-07T17:20:16Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Shields', u'Geology', u'Bedrock']",Wisconsin Department of Natural Resources (DNR),6/1/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-92.962606, -86.710938, 47.061612, 42.458044)","44.759828,-89.836772",2008
3ddad019-bc35-4dc6-b13c-3683d5a7456b,3ddad019-bc35-4dc6-b13c-3683d5a7456b,"Surficial Deposits, Wisconsin 2008","This layer includes information about surficial deposits at 1:500,000 scale used in preparing the GCSM for Wisconsin. Surficial deposits are defined as the unconsolidated materials above the bedrock. Because the 'soils' layer used in the GCSM includes only the material in the first 5 feet below the land surface, the surficial deposits layer is intended to account for the unconsolidated material between the soil and the top of the bedrock. The texture and permeability of the surficial deposits affect the rate at which infiltrating water will reach the water table. In Wisconsin, these surficial deposits are often the most important factor in determining groundwater contamination susceptibility.",[u'Wisconsin Department of Natural Resources'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_SurficialDeposits_2008.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/gcsm/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/3ddad019-bc35-4dc6-b13c-3683d5a7456b/formatters/xml""}",3ddad019-bc35-4dc6-b13c-3683d5a7456b,3ddad019-bc35-4dc6-b13c-3683d5a7456b,Polygon,2017-12-07T17:20:14Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Farming', u'Landscapes', u'Pedology', u'Soils', u'Soil characteristics', u'Soil types']",Wisconsin Department of Natural Resources (DNR),5/31/08,2008,"[u'Wisconsin, United States']","ENVELOPE(-93.099442, -86.531193, 47.145983, 42.371599)","44.758791,-89.8153175",2008
915413ea-32c2-45bc-a6cd-db8e685209ef,915413ea-32c2-45bc-a6cd-db8e685209ef,"Election Data, Wisconsin 2004",This polygon data layer represents election data by ward for Wisconsin in 2004.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2004.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/915413ea-32c2-45bc-a6cd-db8e685209ef/formatters/xml""}",915413ea-32c2-45bc-a6cd-db8e685209ef,915413ea-32c2-45bc-a6cd-db8e685209ef,Polygon,2017-12-07T17:20:12Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting']",Wisconsin Legislative Technology Services (LTSB),3/5/16,2004,"[u'Wisconsin, United States']","ENVELOPE(-92.964438, -86.666231, 47.083194, 42.45693)","44.770062,-89.8153345",2004
D146311B-E626-4198-94F9-4A9CC7155D49,D146311B-E626-4198-94F9-4A9CC7155D49,"Zoning Wisconsin (Statewide), 2016","This file was aggregated as part of the final deliverable for the Version 2 Statewide Parcel Map Database Project (V2). This feature class represents a comprehensive, spatially referenced collection of zoning geometries as recognized by County Governments within the State of Wisconsin (the feature class is aggregated from county level data and represents zoning that is administered by the county). This record describes the GENERAL zoning layer. Additional zoning features are included in the data download: AIRPORT, FARMLAND, FLOODPLAIN, &amp; SHORELAND.See the V2 Project homepage for more detail on the parameters for how data was prepared and submitted to this project: http://www.sco.wisc.edu/images/stories/publications/V2/Submission/.Schema documentation can be found within this feature class as GIS metadata and here: http://www.sco.wisc.edu/images/stories/publications/V2/V2_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Change log, and known issues: can be found here: http://www.sco.wisc.edu/images/stories/publications/V2/V2_Wisconsin_Statewide_Zoning_Change_Log.pdf.The Web Service URL in this record displays the NGENERALN zoning layer only. Visit here for a comprehensive list of Service URLs: http://mapservices.legis.wisconsin.gov/arcgis/rest/services/WLIP_V2",,,Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_Zoning_2016.zip"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/D146311B-E626-4198-94F9-4A9CC7155D49/formatters/xml""}",D146311B-E626-4198-94F9-4A9CC7155D49,D146311B-E626-4198-94F9-4A9CC7155D49,Polygon,2017-12-20T15:55:23Z,Geodatabase,English,Dataset,"[u'Planning and Cadastral', u'Real property', u'Land ownership']",State of Wisconsin,8/31/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.955043, -86.670799, 47.007444, 42.457014)","44.732229,-89.812921",2016
2620b8c2-3864-42ed-94fb-dd77feaf635a,2620b8c2-3864-42ed-94fb-dd77feaf635a,"State Senate Districts, Wisconsin 2016",This polygon data layer represents State Senate Districts for Wisconsin in 2016.,[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_StateSenateDistricts_2016.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/2620b8c2-3864-42ed-94fb-dd77feaf635a/formatters/xml""}",2620b8c2-3864-42ed-94fb-dd77feaf635a,2620b8c2-3864-42ed-94fb-dd77feaf635a,Polygon,2017-12-07T17:20:05Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting', u'Election districts', u'Legislative districts']",Wisconsin Legislative Technology Services (LTSB),2/24/16,2016,"[u'Wisconsin, United States']","ENVELOPE(-92.889432, -86.763987, 47.080776, 42.491915)","44.7863455,-89.8267095",2016
85294bc8-23af-445d-b2d7-227324ffb085,85294bc8-23af-445d-b2d7-227324ffb085,"Election Data, Wisconsin 2014","This polygon data layer represents election data by ward for Wisconsin in 2014.[These municipal wards were created by grouping Census 2010 population collection blocks into municipal wards. This project started with the release of Census 2010 geography and population totals to all 72 Wisconsin counties on March 21st2011. Census Geography and population totals to be used for local redistricting were made available on the Wisconsin Shape Editor for Local Redistricting (WISE-LR) website (http://legis.wisconsin.gov/wiselr/) and the WISE-LR web application located at http://wiselr.legis.wisconsin.gov. The 180 day statutory timeline for local redistricting to occur in Wisconsin ended on September 19th, 2011. Wisconsin Legislative and congressional redistricting plans were enacted in the fall of 2011. 2011 Wisconsin Act 43 and Act 44 created new Assembly, Senate and Congressional lines for the state. These new districts were created using Census 2010 block geography. Some municipal wards that were created before Act 43 and 44 were enacted, which created municipal wards in some communities to be split between assembly, senate and congressional districts. 2011 Wisconsin Act 39allowed communities to divide wards affected, along census blocks. Newly formed wards created under Wisconsin Act 39 would need named using alpha-numeric labels (ward 1 divided by an assembly district would become ward 1A and ward 1B, or the next sequential ward number would have to be used, ward 1 and ward 2). The process of dividing wards under Act 39 ended on April 10th, 2012. This link provides more information on Act 39. http://legis.wisconsin.gov/lrb/pubs/Lb/11Lb1.pdf The United States Eastern District Federal Court on April 11th2012 ordered Assembly Districts 8 and 9 (both in the City of Milwaukee) be changed to follow the court‰Ûªs description. http://legis.wisconsin.gov/ltsb/redistricting/PDFs/120411_Eastern_Dist_order.pdfOn September 19th, 2012 the Legislative Technology Services Bureau (LTSB) divided the few remaining municipal wards that were divided by a 2011 Wisconsin Act 43 or 44 district line.]",[u'WI Legislative Technology Services Bureau'],[u'WI Legislative Technology Services Bureau'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_ElectionData_2014.zip"",""http://schema.org/url"":""http://legis.wisconsin.gov/ltsb/gis/data/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/85294bc8-23af-445d-b2d7-227324ffb085/formatters/xml""}",85294bc8-23af-445d-b2d7-227324ffb085,85294bc8-23af-445d-b2d7-227324ffb085,Polygon,2017-12-07T17:20:03Z,Shapefile,English,Dataset,"[u'Boundaries', u'Voting']",Wisconsin Legislative Technology Services (LTSB),12/12/14,2014,"[u'Wisconsin, United States']","ENVELOPE(-92.964428, -86.6661, 47.083094, 42.456925)","44.7700095,-89.815264",2014
4b8684d2-de77-47eb-8a67-9a72b39212b8,4b8684d2-de77-47eb-8a67-9a72b39212b8,"DEM (30m), Wisconsin 1998","This Grid-format Digital Elevation Model (DEM) is a raster representation of land elevation of Wisconsin. This DEM ('demgw930') is derived from the 7.5-minute DEMs published by the US Geological Survey (USGS). This DEM is an integer grid, with elevation units in meters relative to the National Geodetic Vertical Datum of 1929 (NGVD 29). The 7.5-minute DEMs have a 30-meter pixel cell size, or resolution. More current or detailed DEMs may also be available directly from the USGS. For more information, refer to the USGS DEM Fact Sheet:",[u'United States Geological Survey (USGS)'],[u'Wisconsin Department of Natural Resources'],Public,Wisconsin,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/WI_DEM30m_1998.zip"",""http://schema.org/url"":""ftp://dnrftp01.wi.gov/geodata/elevation/"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4b8684d2-de77-47eb-8a67-9a72b39212b8/formatters/xml""}",4b8684d2-de77-47eb-8a67-9a72b39212b8,4b8684d2-de77-47eb-8a67-9a72b39212b8,Raster,2017-12-07T17:19:54Z,GeoTIFF,English,Dataset,"[u'Elevation', u'Environment', u'Dem', u'Hypsography', u'Digital elevation models']",Wisconsin Department of Natural Resources (DNR),12/27/97,1998,"[u'Wisconsin, United States']","ENVELOPE(-93.032613, -86.597506, 47.128225, 42.410356)","44.7692905,-89.8150595",1998
