uuid,dc_identifier_s,dc_title_s,dc_description_s,dc_creator_sm,dc_publisher_sm,dc_rights_s,dct_provenance_s,dct_references_s,layer_id_s,layer_slug_s,layer_geom_type_s,layer_modified_dt,dc_format_s,dc_language_s,dc_type_s,dc_subject_sm,dct_isPartOf_sm,dc_source_sm,dct_issued_s,dct_temporal_sm,dct_spatial_sm,solr_geom,centroid_s,solr_year_i,thumbnail_path_ss
25628c48-b38a-4cd8-8dbe-185b3c7ce8d0,25628c48-b38a-4cd8-8dbe-185b3c7ce8d0,"Bedrock Geology of Illinois - Geologic Units, 2004","This feature class shows the distribution and extent of the bedrock geologic units within the State of Illinois, as depicted on the Geologic Map of Illinois (1967) by Willman and others, published by the Illinois State Geologic Survey.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-1967"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Geologic_Units_500K_1967_Py.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/25628c48-b38a-4cd8-8dbe-185b3c7ce8d0/formatters/xml""}",25628c48-b38a-4cd8-8dbe-185b3c7ce8d0,25628c48-b38a-4cd8-8dbe-185b3c7ce8d0,Mixed,2017-12-22T17:36:56Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",Illinois Geospatial Data Clearinghouse,,1995-12-30,1996,"[u'Illinois, United States']","ENVELOPE(-91.5826823, -87.38401652, 42.49563968, 36.95351896)","39.72457932,-89.48334941",1996,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Geology/images/bedgeob.gif
ed9f0a63-ec29-40ee-b9fd-a5a01faaa77d,ed9f0a63-ec29-40ee-b9fd-a5a01faaa77d,"Height Modernization (ILHMP) LiDAR Data: Dupage County, Illinois: 2014","Contract ID: E114-23580 Purchase Order: A19461 Quantum Spatial Project No: 1140311 LiDAR data collection is to produce high accuracy models of the DuPage County, Illinois in accordance with requirements outlined in the Task Order Agreement. The raw LiDAR point cloud data is used to create surface models as requested; classified LiDAR LAS files, bare-earth Digital Elevation Models (DEM), Intensity raster of first return, shapefiles of breaklines representative of surface hydro features.","[u'Quantum Spatial, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/dupage/dupage_tile_index_2014.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ed9f0a63-ec29-40ee-b9fd-a5a01faaa77d/formatters/xml""}",ed9f0a63-ec29-40ee-b9fd-a5a01faaa77d,ed9f0a63-ec29-40ee-b9fd-a5a01faaa77d,Point,2017-12-22T17:36:40Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-11-05,2014,"[u'Dupage County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.2631781, -87.9142569, 41.994029, 41.68533)","41.8396795,-88.0887175",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
4e4832d2-9673-493d-af3a-015ce91c7477,4e4832d2-9673-493d-af3a-015ce91c7477,"Height Modernization (ILHMP) LiDAR Data: Fulton County, Illinois: 2011","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/fulton/fulton_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4e4832d2-9673-493d-af3a-015ce91c7477/formatters/xml""}",4e4832d2-9673-493d-af3a-015ce91c7477,4e4832d2-9673-493d-af3a-015ce91c7477,Mixed,2017-12-22T17:36:33Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-03-28,2011-2012,"[u'Fulton County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.449, -89.87, 40.712, 40.185)","40.4485,-90.1595",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
c56d960c-7cb5-4229-9577-fde63445f7ab,c56d960c-7cb5-4229-9577-fde63445f7ab,"Height Modernization (ILHMP) LiDAR Data: Franklin County, Illinois: 2014","This project involved fixed wing aerial LIDAR data collected at a contractual point spacing of 1.0 meters with a actual nominal point spacing of 0.95 meters for the Illinois Counties of Perry, Franklin and Jackson totaling approximately 1,745 square miles.",[u'Surdex Corporation'],,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/franklin/franklin_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c56d960c-7cb5-4229-9577-fde63445f7ab/formatters/xml""}",c56d960c-7cb5-4229-9577-fde63445f7ab,c56d960c-7cb5-4229-9577-fde63445f7ab,Mixed,2017-12-22T17:36:25Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-01-02,2014,"[u'Franklin County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.197771, -88.694367, 38.135424, 37.844727)","37.9900755,-88.946069",2014,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
4de17bcb-5ab4-40d7-903a-79f302806ad8,4de17bcb-5ab4-40d7-903a-79f302806ad8,"Height Modernization (ILHMP) LiDAR Data: Mississippi River North, Illinois: 2012",This dataset consists of modified FEMA-grade LiDAR point cloud data for the Mississippi River floodplain in Navigation Pools 8 through 24. The data was collected between the dates of 11/7/2007 and 12/8/2011. The program spanned multiple years and the dynamic nature of the floodplain will likely create surface inconsistencies caused by these temporal differences between flightlines of different dates. Please be aware of these differences while analyzing the data. Wilson & Company and Sanborn Map Company combined to complete acquisition and processing of the LiDAR data.,"[u'Wilson & Company, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/project-areas/MissNorthRiver/MissRiver_NorthTileIndex.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/4de17bcb-5ab4-40d7-903a-79f302806ad8/formatters/xml""}",4de17bcb-5ab4-40d7-903a-79f302806ad8,4de17bcb-5ab4-40d7-903a-79f302806ad8,Mixed,2017-12-22T17:36:50Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2011-12-28,2011,"[u'Missipi River North, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.030615, -91.566008, 43.915427, 39.352294)","41.6338605,-90.7983115",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
627f8c5e-bb9a-46fd-ab4a-3958f39f33a2,627f8c5e-bb9a-46fd-ab4a-3958f39f33a2,"Quaternary Deposits: Illinois, 1979","Digital representation of the Quaternary Deposits in Illinois map by Lineback (1979). Map scale is 1:500,000. Shows Quaternary deposits that lie at or near the land surface, including loess deposits.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/quaternary-deposits-1979"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Quat_Geology_500K_1979_Py.zip"",""urn:x-esri:serviceType:ArcGIS#DynamicMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Geology/Quaternary_Deposits_1979/MapServer"",""http://www.opengis.net/cat/csw/csdgm"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Quat_Geology_500K_1979_Py.xml"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/627f8c5e-bb9a-46fd-ab4a-3958f39f33a2/formatters/xml""}",627f8c5e-bb9a-46fd-ab4a-3958f39f33a2,627f8c5e-bb9a-46fd-ab4a-3958f39f33a2,Mixed,2017-12-22T17:36:56Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",Illinois Geospatial Data Clearinghouse,,1983-12-28,1979,"[u'Illinois, United States']","ENVELOPE(-91.4244, -87.384, 42.4951, 36.954)","39.72455,-89.4042",1979,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Geology/images/Quaternary_Deposits_1979.png
ab0cf8e5-d6bd-426c-bbe9-1e17043b44c0,ab0cf8e5-d6bd-426c-bbe9-1e17043b44c0,"Structural Features - Faults: Illinois, 1995","This is a partial representation of Plate 1 from ISGS Bulletin 100 (1993). Features depicted are limited to well documented, significant faults, faulted flexures and grabens in Illinois. Names of the features and the associated directions of faulting are included. This data set must be used in conjunction with the other feature classes in this dataset for a full representation of Plate 1 of ISGS Bulletin 100.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/structural-features-faults-grabens-and-flexures"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Struct_Feat_Faults_1995_Ln.zip"",""http://www.opengis.net/cat/csw/csdgm"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Struct_Feat_Faults_1995_Ln.xml"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/ab0cf8e5-d6bd-426c-bbe9-1e17043b44c0/formatters/xml""}",ab0cf8e5-d6bd-426c-bbe9-1e17043b44c0,ab0cf8e5-d6bd-426c-bbe9-1e17043b44c0,Mixed,2017-12-22T17:36:34Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Structure', u'Geology']",Illinois Geospatial Data Clearinghouse,,1994-12-29,1995,"[u'Illinois, United States']","ENVELOPE(-90.760401, -87.525422, 42.165667, 37.092988)","39.6293275,-89.1429115",1995,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Geology/images/structfaultsb.gif
b3985546-aca4-4f75-a1a2-4598a2cdee22,b3985546-aca4-4f75-a1a2-4598a2cdee22,"Height Modernization (ILHMP) LiDAR Data: Putnam County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/putnam/putnam_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/b3985546-aca4-4f75-a1a2-4598a2cdee22/formatters/xml""}",b3985546-aca4-4f75-a1a2-4598a2cdee22,b3985546-aca4-4f75-a1a2-4598a2cdee22,Mixed,2017-12-22T17:36:53Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-08-21,2011-2012,"[u'Putnam County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-89.466, -89.159, 41.323, 41.103)","41.213,-89.3125",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
c486468f-a687-4bca-9adf-146fc093dc5b,c486468f-a687-4bca-9adf-146fc093dc5b,"Bedrock Geology: Illinois, 2005","This feature dataset shows the distribution and extent of the bedrock geologic units within the State of Illinois, as depicted on the map Bedrock Geology of Illinois (2005) by D. Kolata (compiler), published by the Illinois State Geologic Survey. The component feature classes show geologic units (polygons) and faults (lines.) The nominal scale of the published hardcopy map is 1:500,000. In some areas data of greater scale were generalized and incorporated.",[u'Illinois State Geological Survey'],[u'Illinois State Geological Survey'],Public,Illinois,"{""http://schema.org/url"":""https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-2005"",""http://schema.org/downloadUrl"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Bedrock_Geology_500K_2005_Py.zip"",""http://www.opengis.net/cat/csw/csdgm"":""https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Bedrock_Geology_500K_2005_Py.xml"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c486468f-a687-4bca-9adf-146fc093dc5b/formatters/xml""}",c486468f-a687-4bca-9adf-146fc093dc5b,c486468f-a687-4bca-9adf-146fc093dc5b,Mixed,2017-12-22T17:36:35Z,Shapefile,English,Dataset,"[u'Geoscientific Information', u'Geology']",Illinois Geospatial Data Clearinghouse,,2004-12-24,2005,"[u'Illinois, United States']","ENVELOPE(-91.5826823, -87.38401652, 42.49563968, 36.95351896)","39.72457932,-89.48334941",2005,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Geology/images/Bedrock_Geology_500K_2005_0.png
842b648a-d16c-4df2-a13a-53e0d076aa3d,842b648a-d16c-4df2-a13a-53e0d076aa3d,"Height Modernization (ILHMP) LiDAR Data: Calhoun County, Illinois: 2011","This dataset consists of modified FEMA-grade LiDAR point cloud data for the Illinois River floodplain in the following pools: Marseilles Pool (only the portion in La Salle County) Starved Rock Pool Peoria Pool LaGrange Pool Alton Pool The contract used to acquire this data also covered the acquisition of county-wide point clouds for the following counties: Calhoun County, IL Jersey County, IL Union County, IL Alexander County, IL Perry County, MO It also covered the acquisition of floodplain wide point cloud data for the Middle Mississippi River from the confluence with the Illinois River down to the confluence with the Ohio River. The data was collected between the dates of 12/16/2009 and 12/28/2011. The program spanned multiple years and the dynamic nature of the floodplain will likely create surface inconsistencies caused by these temporal differences between flightlines of different dates. Please be aware of these differences while analyzing the data. Wilson & Company and Sanborn Map Company combined to complete acquisition and processing of the LiDAR data.","[u'Wilson & Company, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/calhoun/calhoun_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/842b648a-d16c-4df2-a13a-53e0d076aa3d/formatters/xml""}",842b648a-d16c-4df2-a13a-53e0d076aa3d,842b648a-d16c-4df2-a13a-53e0d076aa3d,Point,2017-12-22T17:36:54Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2011-01-01,2011,"[u'Calhoun County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.55, -88.32, 41.24, 36.53)","38.885,-89.435",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
5a721e0f-b244-4bd8-a3d4-229e58ea2a0f,5a721e0f-b244-4bd8-a3d4-229e58ea2a0f,"Height Modernization (ILHMP) LiDAR Data: Piatt County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-95-052-11. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'Quantum Spatial, Inc. (formerly AeroMetric, Inc.)']","[u'Quantum Spatial, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/piatt/piatt-las.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/5a721e0f-b244-4bd8-a3d4-229e58ea2a0f/formatters/xml""}",5a721e0f-b244-4bd8-a3d4-229e58ea2a0f,5a721e0f-b244-4bd8-a3d4-229e58ea2a0f,Mixed,2017-12-22T17:36:47Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-01-10,2012,"[u'Piatt County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.747, -88.459, 40.283, 39.791)","40.037,-88.603",2012,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
8fd541c9-aa67-4d36-9c90-78c4c1f2387f,8fd541c9-aa67-4d36-9c90-78c4c1f2387f,"Height Modernization (ILHMP) LiDAR Data: Clay County, Illinois: 2011","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-99-005-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/clay/clay_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/8fd541c9-aa67-4d36-9c90-78c4c1f2387f/formatters/xml""}",8fd541c9-aa67-4d36-9c90-78c4c1f2387f,8fd541c9-aa67-4d36-9c90-78c4c1f2387f,Mixed,2017-12-22T17:36:45Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2012-06-25,2011,"[u'Clay County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.698, -88.254, 38.917, 38.597)","38.757,-88.476",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
69b86f1c-3e6d-4de9-9140-360be2832668,69b86f1c-3e6d-4de9-9140-360be2832668,"Height Modernization (ILHMP) LiDAR Data: Jo Daviess County, Illinois: 2009","This LiDAR data is within Illinois Department of Transportation District 2 and includes Jo Daviess County, Illinois. The data is updated from its original format to LAS version 1.2. The LiDAR data was collected in March 2009 as 'Jo Daviess County, Illinois LiDAR Acquisition' - ILDOT Project No. P-30-007-08, PTB 146, Item 41. Data was acquired by Quantum Spatial as project 1080110. The sensor used was Optech ALTM Gemini sensor equipped with an inertial measuring unit (IMU) GPS receiver. The acquisition was to produce first return ASCII, bare earth ASCII, DAT and TIN files.","[u'Quantum Spatial, Inc. (formerly AeroMetric, Inc.)']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/jodaviess/jodaviess_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/69b86f1c-3e6d-4de9-9140-360be2832668/formatters/xml""}",69b86f1c-3e6d-4de9-9140-360be2832668,69b86f1c-3e6d-4de9-9140-360be2832668,Mixed,2017-12-22T17:36:45Z,Shapefile,English,Dataset,"[u'Elevation', u'Imagery and Base Maps']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2014-06-12,2009-2014,"[u'Jo Daviess County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-90.657, -89.926, 42.508, 42.194)","42.351,-90.2915",2009,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
c6c338b9-021a-4721-b407-eb75590f130c,c6c338b9-021a-4721-b407-eb75590f130c,"Height Modernization (ILHMP) LiDAR Data: Dupage County, Illinois: 2006","DuPage County, IL LiDAR","[u'Aero-Metric, Inc.']",,Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/dupage/dupage_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c6c338b9-021a-4721-b407-eb75590f130c/formatters/xml""}",c6c338b9-021a-4721-b407-eb75590f130c,c6c338b9-021a-4721-b407-eb75590f130c,Mixed,2017-12-22T17:36:46Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2006-04-04,2006,"[u'Dupage County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-88.2597339225, -87.9182261179, 41.9967349365, 41.7271988659)","41.8619669012,-88.0889800202",2006,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
c4d4819c-749e-486e-8b5c-d23beb420ca9,c4d4819c-749e-486e-8b5c-d23beb420ca9,"Height Modernization (ILHMP) LiDAR Data: Mercer County, Illinois: 2012","This task order is for planning, acquisition, processing, and derivative products of LiDAR data to be collected for areas of Illinois. LiDAR data, and derivative products produced in compliance with this task order are part of the data to be obtained under Job Number P-94-025-10. Specifications listed below are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 13.","[u'AeroMetric, Inc.']","[u'AeroMetric, Inc.']",Public,Illinois,"{""http://schema.org/url"":""http://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp-lidar-data"",""http://schema.org/downloadUrl"":""http://isgs.illinois.edu/clearinghouse/lidar/counties/mercer/mercer_tile_index.zip"",""urn:x-esri:serviceType:ArcGIS#ImageMapLayer"":""https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DEM_WGS/ImageServer"",""http://www.isotc211.org/schemas/2005/gmd/"":""http://64.90.181.107/geonetwork/srv/api/records/c4d4819c-749e-486e-8b5c-d23beb420ca9/formatters/xml""}",c4d4819c-749e-486e-8b5c-d23beb420ca9,c4d4819c-749e-486e-8b5c-d23beb420ca9,Mixed,2017-12-22T17:36:41Z,Shapefile,English,Dataset,"[u'Imagery and Base Maps', u'Elevation']",Illinois Geospatial Data Clearinghouse,9a717589-8bd5-4eae-8414-48ea9d474a43,2013-03-28,2011-2012,"[u'Mercer County, Illinois, United States', u'Illinois, United States']","ENVELOPE(-91.125, -90.435, 41.332, 40.061)","40.6965,-90.78",2011,http://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/styles/dataset_image/public/Clearinghouse/data/ISGS/Elevation/images/SmallInv.jpg
